sesion_id,equipo,equipo_id,sintoma,antiguedad_anios,temp_ambiente,falla_diagnosticada_id,falla_correcta_id,fue_correcto,probabilidad,nivel_usuario,fecha
261,Refrigerador,1,escarcha_poca_burbujeo_si,6,33.9,1,1,1,79,tecnico,2024-09-10 09:00:00
262,Congelador,2,comp_func_temp_0_10,0,21.1,1,1,1,76,normal,2024-06-20 11:00:00
263,Enfriador Comercial,4,puertas_mal,7,19.6,10,10,1,95,normal,2024-04-08 19:00:00
264,Refrigerador,1,compresor_no_voltaje_si,3,29.4,3,3,1,89,normal,2024-04-05 07:00:00
265,Congelador,2,comp_no,8,29.1,4,10,0,80,tecnico,2024-09-20 12:00:00
266,Refrigerador,1,compresor_no_voltaje_no,9,26.5,17,17,1,94,normal,2024-06-14 10:00:00
267,Refrigerador,1,compresor_no_clic_si,5,26.0,4,4,1,90,normal,2024-10-20 07:00:00
268,Congelador,2,consumo_alto,5,30.0,8,8,1,93,normal,2024-08-26 11:00:00
269,Aire Acondicionado,3,gotea_nueva,9,36.4,9,18,0,72,normal,2024-05-31 12:00:00
270,Cuarto Frio,5,trabaja_sin_parar_filt_no,3,25.1,1,1,1,93,normal,2025-01-17 16:00:00
271,Congelador,2,hielo_evaporador,9,34.7,11,3,0,74,tecnico,2024-12-14 19:00:00
272,Cuarto Frio,5,trabaja_sin_parar_filt_si,7,25.5,14,14,1,86,normal,2024-10-15 08:00:00
273,Refrigerador,1,ruido_zumbido,14,30.5,18,18,1,83,tecnico,2024-08-14 08:00:00
274,Aire Acondicionado,3,codigo_error,7,33.7,12,9,0,81,tecnico,2024-08-20 09:00:00
275,Cuarto Frio,5,cicla_hielo_no,6,33.2,1,1,1,94,normal,2024-01-02 18:00:00
276,Aire Acondicionado,3,codigo_error,1,30.6,12,12,1,81,tecnico,2024-10-04 07:00:00
277,Refrigerador,1,ruido_vibracion,0,23.2,3,10,0,74,normal,2024-07-14 14:00:00
278,Enfriador Comercial,4,cristales_resist_si,1,32.7,16,3,0,85,normal,2024-06-27 08:00:00
279,Aire Acondicionado,3,ruido_exterior,6,36.7,3,3,1,89,tecnico,2024-06-01 14:00:00
280,Cuarto Frio,5,cicla_hielo_no,7,37.0,1,1,1,94,normal,2024-05-21 10:00:00
281,Refrigerador,1,escarcha_mucha_ventilador_si,11,23.0,5,1,0,88,normal,2024-02-04 08:00:00
282,Cuarto Frio,5,trabaja_sin_parar_filt_si,6,32.3,14,14,1,86,tecnico,2024-05-05 18:00:00
283,Refrigerador,1,compresor_no_voltaje_no,6,22.5,17,17,1,94,normal,2024-05-28 10:00:00
284,Cuarto Frio,5,cicla_hielo_si,8,27.3,11,11,1,87,tecnico,2024-05-01 11:00:00
285,Aire Acondicionado,3,ruido_exterior,3,28.6,3,18,0,89,tecnico,2024-11-16 17:00:00
286,Enfriador Comercial,4,cristales_resist_no,7,30.3,16,10,0,96,tecnico,2024-06-12 18:00:00
287,Enfriador Comercial,4,cristales_resist_si,2,24.2,16,16,1,85,tecnico,2024-06-02 20:00:00
288,Aire Acondicionado,3,ruido_interior,14,33.7,18,18,1,92,tecnico,2024-10-12 15:00:00
289,Aire Acondicionado,3,gotea_nueva,4,30.7,9,4,0,72,normal,2025-01-05 20:00:00
290,Aire Acondicionado,3,filtros_limpios_presion_baja,4,34.5,1,1,1,77,tecnico,2024-04-06 19:00:00
291,Cuarto Frio,5,alarmas,9,29.6,15,11,0,90,tecnico,2024-01-08 10:00:00
292,Aire Acondicionado,3,filtros_limpios_presion_normal,10,31.7,3,3,1,88,tecnico,2024-12-22 16:00:00
293,Aire Acondicionado,3,gotea_nueva,14,22.5,9,9,1,72,normal,2024-07-02 11:00:00
294,Congelador,2,comp_no,7,26.8,4,4,1,80,normal,2025-01-04 14:00:00
295,Congelador,2,comp_func_temp_mayor_0,5,24.6,3,3,1,96,normal,2024-05-13 15:00:00
296,Cuarto Frio,5,consumo_alto_cf,10,31.6,8,8,1,86,normal,2024-04-27 13:00:00
297,Cuarto Frio,5,trabaja_sin_parar_filt_no,7,25.6,1,1,1,93,tecnico,2025-01-05 17:00:00
298,Enfriador Comercial,4,cristales_resist_si,3,24.0,16,16,1,85,normal,2025-01-03 15:00:00
299,Enfriador Comercial,4,comp_func_cond_sucio,14,23.5,8,8,1,92,normal,2024-02-08 20:00:00
300,Refrigerador,1,gotea,0,27.5,9,9,1,89,normal,2024-02-04 18:00:00
301,Aire Acondicionado,3,filtros_limpios_presion_baja,3,27.6,1,1,1,77,tecnico,2024-09-04 17:00:00
302,Enfriador Comercial,4,comp_func_cond_limpio,0,29.4,1,1,1,87,normal,2024-09-28 18:00:00
303,Congelador,2,hielo_bordes,18,36.3,10,10,1,74,tecnico,2024-04-01 08:00:00
304,Refrigerador,1,ruido_zumbido,2,29.8,18,18,1,83,normal,2024-06-30 11:00:00
305,Enfriador Comercial,4,comp_func_cond_limpio,5,24.7,1,8,0,87,normal,2024-02-11 17:00:00
306,Refrigerador,1,escarcha_mucha_ventilador_no,6,31.9,6,6,1,73,normal,2024-11-22 07:00:00
307,Aire Acondicionado,3,filtros_limpios_presion_normal,7,22.6,3,3,1,88,tecnico,2024-02-18 15:00:00
308,Refrigerador,1,escarcha_poca_burbujeo_no,3,31.8,2,18,0,78,normal,2024-01-24 08:00:00
309,Congelador,2,hielo_bordes,8,38.0,10,10,1,74,tecnico,2024-10-27 09:00:00
310,Enfriador Comercial,4,comp_func_cond_limpio,4,30.9,1,1,1,87,normal,2024-07-18 17:00:00
311,Cuarto Frio,5,cicla_hielo_si,5,28.5,11,11,1,87,normal,2025-01-16 12:00:00
312,Refrigerador,1,escarcha_mucha_ventilador_no,6,21.9,6,9,0,73,normal,2024-11-10 16:00:00
313,Enfriador Comercial,4,comp_no_ec,0,27.2,3,3,1,90,normal,2024-07-11 13:00:00
314,Aire Acondicionado,3,codigo_error,9,41.4,12,12,1,81,normal,2024-05-06 18:00:00
315,Refrigerador,1,escarcha_mucha_ventilador_no,4,23.9,6,6,1,73,normal,2024-07-03 08:00:00
316,Refrigerador,1,escarcha_mucha_ventilador_si,15,33.8,5,5,1,88,tecnico,2024-02-22 09:00:00
317,Refrigerador,1,escarcha_poca_burbujeo_si,6,24.5,1,1,1,79,normal,2024-10-10 08:00:00
318,Cuarto Frio,5,consumo_alto_cf,11,27.3,8,1,0,86,normal,2024-07-17 19:00:00
319,Refrigerador,1,hielo_puerta_bien,13,38.2,11,11,1,85,normal,2024-07-13 09:00:00
320,Aire Acondicionado,3,exterior_no_control_no,4,22.8,12,12,1,87,normal,2024-08-10 11:00:00
321,Enfriador Comercial,4,comp_no_ec,7,31.7,3,3,1,90,normal,2024-10-31 16:00:00
322,Aire Acondicionado,3,ruido_interior,2,30.4,18,18,1,92,tecnico,2024-06-19 20:00:00
323,Cuarto Frio,5,cicla_hielo_no,11,27.3,1,1,1,94,tecnico,2024-10-31 09:00:00
324,Congelador,2,comp_no,8,32.2,4,4,1,80,normal,2024-03-31 13:00:00
325,Congelador,2,comp_no,10,22.0,4,4,1,80,normal,2024-05-23 20:00:00
326,Enfriador Comercial,4,comp_no_ec,2,21.2,3,3,1,90,normal,2024-10-06 09:00:00
327,Cuarto Frio,5,trabaja_sin_parar_filt_si,15,22.9,14,14,1,86,normal,2024-12-20 08:00:00
328,Enfriador Comercial,4,puertas_mal,7,30.5,10,10,1,95,normal,2024-12-03 09:00:00
329,Enfriador Comercial,4,cristales_resist_si,1,33.6,16,16,1,85,normal,2024-12-20 13:00:00
330,Cuarto Frio,5,trabaja_sin_parar_filt_si,11,28.7,14,14,1,86,tecnico,2024-10-01 16:00:00
331,Refrigerador,1,escarcha_mucha_ventilador_no,11,26.9,6,6,1,73,normal,2024-11-26 17:00:00
332,Enfriador Comercial,4,comp_no_ec,16,25.9,3,3,1,90,normal,2024-05-12 10:00:00
333,Cuarto Frio,5,alarmas,7,24.4,15,15,1,90,normal,2025-01-30 17:00:00
334,Cuarto Frio,5,alarmas,7,26.5,15,15,1,90,normal,2024-02-23 11:00:00
335,Enfriador Comercial,4,comp_func_cond_limpio,2,31.1,1,1,1,87,normal,2024-04-15 15:00:00
336,Enfriador Comercial,4,comp_no_ec,6,28.2,3,3,1,90,normal,2024-06-12 08:00:00
337,Congelador,2,comp_func_temp_0_10,11,34.8,1,1,1,76,normal,2025-01-14 10:00:00
338,Cuarto Frio,5,trabaja_sin_parar_filt_no,7,34.1,1,1,1,93,normal,2024-08-24 10:00:00
339,Enfriador Comercial,4,puertas_mal,3,26.3,10,10,1,95,normal,2024-04-11 14:00:00
340,Cuarto Frio,5,cicla_hielo_no,6,25.7,1,1,1,94,normal,2025-01-20 18:00:00
341,Refrigerador,1,ruido_burbujeo,2,30.8,1,1,1,73,normal,2024-05-14 17:00:00
342,Enfriador Comercial,4,cristales_resist_no,16,27.1,16,16,1,96,normal,2024-07-19 16:00:00
343,Refrigerador,1,compresor_no_voltaje_si,5,26.6,3,3,1,89,tecnico,2024-11-10 16:00:00
344,Refrigerador,1,hielo_puerta_mala,2,29.6,10,10,1,77,normal,2024-04-03 12:00:00
345,Aire Acondicionado,3,ruido_exterior,6,24.7,3,3,1,89,normal,2024-10-02 18:00:00
346,Aire Acondicionado,3,ruido_exterior,3,26.0,3,3,1,89,normal,2024-08-18 16:00:00
347,Refrigerador,1,compresor_no_voltaje_si,15,26.4,3,3,1,89,normal,2024-11-30 14:00:00
348,Enfriador Comercial,4,puertas_mal,7,29.3,10,10,1,95,normal,2024-03-26 08:00:00
349,Cuarto Frio,5,trabaja_sin_parar_filt_si,11,29.2,14,14,1,86,normal,2025-02-03 14:00:00
350,Cuarto Frio,5,alarmas,11,30.0,15,15,1,90,normal,2024-10-20 08:00:00
351,Congelador,2,hielo_bordes,12,24.0,10,10,1,74,tecnico,2024-10-06 10:00:00
352,Enfriador Comercial,4,comp_func_cond_limpio,10,34.5,1,1,1,87,tecnico,2024-01-17 14:00:00
353,Congelador,2,comp_no,12,35.8,4,4,1,80,tecnico,2024-04-17 19:00:00
354,Cuarto Frio,5,alarmas,5,33.2,15,15,1,90,normal,2024-03-25 16:00:00
355,Aire Acondicionado,3,exterior_no_control_si,11,30.8,4,4,1,78,normal,2024-03-27 12:00:00
356,Congelador,2,comp_no,8,24.1,4,11,0,80,tecnico,2024-12-13 20:00:00
357,Refrigerador,1,escarcha_poca_burbujeo_si,16,31.0,1,4,0,79,tecnico,2024-03-08 10:00:00
358,Aire Acondicionado,3,gotea_antigua,12,20.3,9,9,1,94,normal,2024-09-07 09:00:00
359,Cuarto Frio,5,alarmas,4,25.2,15,15,1,90,tecnico,2024-02-17 13:00:00
360,Cuarto Frio,5,alarmas,4,31.3,15,11,0,90,normal,2024-09-06 12:00:00
361,Cuarto Frio,5,trabaja_sin_parar_filt_si,13,30.0,14,11,0,86,tecnico,2024-09-30 13:00:00
362,Aire Acondicionado,3,gotea_nueva,12,27.6,9,9,1,72,normal,2024-05-25 12:00:00
363,Cuarto Frio,5,consumo_alto_cf,2,33.2,8,1,0,86,normal,2024-11-16 19:00:00
364,Enfriador Comercial,4,comp_func_cond_limpio,2,23.4,1,1,1,87,normal,2024-01-01 13:00:00
365,Aire Acondicionado,3,filtros_sucios,13,26.4,13,13,1,97,normal,2024-07-03 11:00:00
366,Refrigerador,1,compresor_no_voltaje_si,9,36.7,3,3,1,89,normal,2024-11-16 11:00:00
367,Aire Acondicionado,3,gotea_nueva,9,28.9,9,9,1,72,normal,2024-04-25 15:00:00
368,Enfriador Comercial,4,comp_func_cond_limpio,0,28.8,1,1,1,87,normal,2024-08-04 18:00:00
369,Aire Acondicionado,3,ruido_interior,1,24.2,18,18,1,92,normal,2024-06-02 09:00:00
370,Enfriador Comercial,4,comp_func_cond_sucio,9,33.3,8,8,1,92,normal,2024-10-15 07:00:00
371,Cuarto Frio,5,alarmas,3,27.4,15,15,1,90,tecnico,2024-11-11 17:00:00
372,Enfriador Comercial,4,comp_func_cond_sucio,1,31.2,8,8,1,92,tecnico,2024-10-28 18:00:00
373,Enfriador Comercial,4,comp_no_ec,16,28.1,3,3,1,90,normal,2024-10-10 16:00:00
374,Cuarto Frio,5,alarmas,8,31.0,15,15,1,90,normal,2024-12-03 11:00:00
375,Aire Acondicionado,3,ruido_exterior,8,30.5,3,3,1,89,tecnico,2024-05-02 14:00:00
376,Enfriador Comercial,4,comp_func_cond_limpio,4,32.7,1,1,1,87,normal,2024-01-07 12:00:00
377,Congelador,2,comp_func_temp_mayor_0,6,31.2,3,3,1,96,normal,2024-08-29 19:00:00
378,Refrigerador,1,escarcha_mucha_ventilador_si,8,25.5,5,5,1,88,normal,2024-01-31 19:00:00
379,Enfriador Comercial,4,cristales_resist_no,4,27.4,16,16,1,96,normal,2024-11-23 15:00:00
380,Cuarto Frio,5,consumo_alto_cf,2,22.4,8,8,1,86,normal,2024-04-14 19:00:00
381,Aire Acondicionado,3,ruido_exterior,5,23.2,3,3,1,89,normal,2024-06-07 18:00:00
382,Enfriador Comercial,4,puertas_mal,15,25.5,10,10,1,95,normal,2024-08-10 08:00:00
383,Enfriador Comercial,4,cristales_resist_no,8,26.6,16,16,1,96,normal,2024-12-28 09:00:00
384,Refrigerador,1,escarcha_poca_burbujeo_si,7,35.1,1,1,1,79,normal,2025-01-04 11:00:00
385,Aire Acondicionado,3,gotea_antigua,2,29.6,9,9,1,94,tecnico,2024-01-16 12:00:00
386,Enfriador Comercial,4,comp_no_ec,7,25.9,3,3,1,90,tecnico,2024-11-17 08:00:00
387,Enfriador Comercial,4,cristales_resist_si,7,36.4,16,16,1,85,normal,2025-01-30 08:00:00
388,Cuarto Frio,5,alarmas,10,31.7,15,15,1,90,normal,2024-01-23 20:00:00
389,Refrigerador,1,escarcha_poca_burbujeo_no,1,23.1,2,2,1,78,tecnico,2024-01-19 15:00:00
390,Enfriador Comercial,4,comp_func_cond_sucio,5,35.8,8,8,1,92,tecnico,2024-05-18 20:00:00
391,Refrigerador,1,ruido_burbujeo,5,20.4,1,1,1,73,tecnico,2024-01-24 13:00:00
392,Refrigerador,1,ruido_vibracion,13,28.9,3,3,1,74,normal,2024-08-21 07:00:00
393,Congelador,2,comp_func_temp_mayor_0,4,30.4,3,3,1,96,normal,2024-09-09 19:00:00
394,Aire Acondicionado,3,ruido_exterior,10,22.6,3,3,1,89,normal,2024-07-28 07:00:00
395,Aire Acondicionado,3,ruido_exterior,5,33.4,3,1,0,89,tecnico,2024-07-11 20:00:00
396,Congelador,2,comp_func_temp_0_10,3,22.1,1,10,0,76,normal,2024-01-31 09:00:00
397,Congelador,2,comp_func_temp_0_10,0,29.9,1,1,1,76,tecnico,2024-08-22 18:00:00
398,Refrigerador,1,ruido_burbujeo,1,36.7,1,1,1,73,tecnico,2024-02-08 16:00:00
399,Cuarto Frio,5,trabaja_sin_parar_filt_si,6,31.9,14,14,1,86,normal,2024-07-20 18:00:00
400,Congelador,2,comp_no,6,28.3,4,4,1,80,tecnico,2024-03-10 19:00:00
401,Cuarto Frio,5,trabaja_sin_parar_filt_si,2,31.3,14,14,1,86,normal,2025-01-29 10:00:00
402,Enfriador Comercial,4,comp_no_ec,6,32.8,3,3,1,90,normal,2024-12-17 11:00:00
403,Cuarto Frio,5,trabaja_sin_parar_filt_si,3,30.4,14,14,1,86,tecnico,2024-07-21 15:00:00
404,Refrigerador,1,hielo_puerta_mala,4,27.2,10,3,0,77,normal,2024-07-26 20:00:00
405,Enfriador Comercial,4,cristales_resist_no,10,29.0,16,16,1,96,normal,2024-01-07 07:00:00
406,Aire Acondicionado,3,filtros_sucios,3,33.5,13,13,1,97,normal,2024-11-26 08:00:00
407,Cuarto Frio,5,consumo_alto_cf,4,29.3,8,8,1,86,tecnico,2024-08-15 19:00:00
408,Aire Acondicionado,3,filtros_limpios_presion_normal,14,28.2,3,3,1,88,normal,2024-08-24 07:00:00
409,Aire Acondicionado,3,codigo_error,6,28.3,12,12,1,81,normal,2024-06-30 10:00:00
410,Aire Acondicionado,3,exterior_no_control_no,4,24.4,12,1,0,87,normal,2024-11-11 10:00:00
411,Congelador,2,hielo_evaporador,6,27.7,11,11,1,74,normal,2024-04-12 17:00:00
412,Cuarto Frio,5,trabaja_sin_parar_filt_no,8,28.6,1,1,1,93,tecnico,2024-07-14 19:00:00
413,Congelador,2,hielo_evaporador,7,20.2,11,11,1,74,normal,2024-04-02 07:00:00
414,Congelador,2,hielo_bordes,3,29.8,10,4,0,74,normal,2024-08-29 15:00:00
415,Congelador,2,hielo_bordes,20,30.8,10,10,1,74,normal,2025-01-12 07:00:00
416,Aire Acondicionado,3,codigo_error,12,28.7,12,12,1,81,normal,2024-03-29 09:00:00
417,Aire Acondicionado,3,codigo_error,5,28.7,12,12,1,81,tecnico,2024-06-29 16:00:00
418,Cuarto Frio,5,trabaja_sin_parar_filt_no,8,25.2,1,1,1,93,tecnico,2024-09-09 15:00:00
419,Congelador,2,comp_func_temp_mayor_0,7,31.5,3,3,1,96,normal,2024-01-01 12:00:00
420,Cuarto Frio,5,trabaja_sin_parar_filt_no,11,30.6,1,1,1,93,normal,2024-06-14 07:00:00
421,Refrigerador,1,escarcha_poca_burbujeo_si,8,35.0,1,9,0,79,tecnico,2024-07-10 18:00:00
422,Enfriador Comercial,4,cristales_resist_no,2,25.6,16,16,1,96,normal,2024-03-21 18:00:00
423,Enfriador Comercial,4,puertas_mal,16,27.5,10,8,0,95,normal,2024-10-28 20:00:00
424,Aire Acondicionado,3,gotea_nueva,5,27.0,9,9,1,72,normal,2025-01-08 07:00:00
425,Cuarto Frio,5,cicla_hielo_no,12,29.7,1,1,1,94,normal,2024-11-09 10:00:00
426,Cuarto Frio,5,trabaja_sin_parar_filt_si,15,23.9,14,14,1,86,tecnico,2024-05-01 12:00:00
427,Congelador,2,comp_func_temp_mayor_0,8,36.2,3,3,1,96,tecnico,2024-06-20 14:00:00
428,Refrigerador,1,compresor_no_clic_si,3,27.3,4,4,1,90,normal,2024-02-25 18:00:00
429,Refrigerador,1,escarcha_mucha_ventilador_si,5,27.8,5,11,0,88,tecnico,2024-06-28 15:00:00
430,Enfriador Comercial,4,comp_func_cond_limpio,12,18.5,1,1,1,87,normal,2025-01-23 17:00:00
431,Aire Acondicionado,3,filtros_sucios,6,29.3,13,13,1,97,normal,2024-02-23 08:00:00
432,Congelador,2,comp_func_temp_mayor_0,13,28.0,3,3,1,96,normal,2024-02-17 12:00:00
433,Cuarto Frio,5,consumo_alto_cf,13,27.8,8,8,1,86,normal,2024-08-10 09:00:00
434,Refrigerador,1,escarcha_mucha_ventilador_no,5,24.9,6,10,0,73,normal,2025-01-04 18:00:00
435,Cuarto Frio,5,cicla_hielo_si,9,28.5,11,11,1,87,normal,2024-09-08 09:00:00
436,Refrigerador,1,compresor_no_voltaje_si,0,30.7,3,3,1,89,tecnico,2024-11-16 16:00:00
437,Enfriador Comercial,4,comp_func_cond_sucio,1,30.5,8,16,0,92,tecnico,2024-06-06 19:00:00
438,Enfriador Comercial,4,cristales_resist_si,7,34.5,16,16,1,85,normal,2024-10-05 13:00:00
439,Aire Acondicionado,3,gotea_antigua,13,26.0,9,9,1,94,normal,2024-04-25 20:00:00
440,Congelador,2,hielo_bordes,1,32.2,10,1,0,74,normal,2024-06-25 19:00:00
441,Cuarto Frio,5,cicla_hielo_no,17,24.7,1,1,1,94,tecnico,2024-08-02 15:00:00
442,Enfriador Comercial,4,cristales_resist_no,13,26.3,16,16,1,96,normal,2024-12-31 07:00:00
443,Cuarto Frio,5,consumo_alto_cf,13,30.9,8,8,1,86,normal,2025-01-22 14:00:00
444,Aire Acondicionado,3,filtros_sucios,17,23.3,13,13,1,97,normal,2024-08-04 08:00:00
445,Enfriador Comercial,4,comp_func_cond_sucio,20,23.7,8,8,1,92,tecnico,2024-02-04 08:00:00
446,Enfriador Comercial,4,cristales_resist_no,6,23.6,16,16,1,96,normal,2024-08-22 20:00:00
447,Refrigerador,1,gotea,9,23.1,9,9,1,89,normal,2024-10-17 16:00:00
448,Cuarto Frio,5,trabaja_sin_parar_filt_si,14,25.4,14,14,1,86,normal,2024-05-26 20:00:00
449,Cuarto Frio,5,cicla_hielo_si,13,28.5,11,11,1,87,normal,2024-03-29 11:00:00
450,Enfriador Comercial,4,comp_func_cond_sucio,8,34.8,8,8,1,92,normal,2024-07-21 12:00:00
451,Aire Acondicionado,3,filtros_limpios_presion_baja,10,36.5,1,8,0,77,tecnico,2024-06-04 11:00:00
452,Congelador,2,hielo_evaporador,12,24.9,11,11,1,74,tecnico,2024-04-26 09:00:00
453,Congelador,2,consumo_alto,6,30.5,8,8,1,93,normal,2024-04-06 14:00:00
454,Aire Acondicionado,3,gotea_nueva,10,26.2,9,4,0,72,tecnico,2024-09-20 19:00:00
455,Aire Acondicionado,3,filtros_limpios_presion_normal,5,26.8,3,3,1,88,tecnico,2024-01-15 09:00:00
456,Aire Acondicionado,3,exterior_no_control_si,12,28.9,4,4,1,78,normal,2024-07-03 18:00:00
457,Aire Acondicionado,3,exterior_no_control_no,5,25.1,12,18,0,87,normal,2024-07-09 14:00:00
458,Cuarto Frio,5,cicla_hielo_no,3,29.9,1,1,1,94,normal,2024-06-28 12:00:00
459,Aire Acondicionado,3,exterior_no_control_no,10,27.8,12,12,1,87,normal,2024-10-19 19:00:00
460,Aire Acondicionado,3,exterior_no_control_si,9,26.0,4,4,1,78,normal,2024-07-28 15:00:00
461,Refrigerador,1,gotea,16,27.1,9,9,1,89,normal,2024-01-05 10:00:00
462,Congelador,2,hielo_bordes,11,24.9,10,10,1,74,tecnico,2024-11-25 11:00:00
463,Enfriador Comercial,4,cristales_resist_si,12,26.3,16,16,1,85,normal,2024-11-15 13:00:00
464,Cuarto Frio,5,trabaja_sin_parar_filt_si,0,29.7,14,11,0,86,normal,2024-10-31 16:00:00
465,Congelador,2,comp_no,9,25.4,4,4,1,80,normal,2024-05-21 11:00:00
466,Congelador,2,comp_func_temp_mayor_0,2,29.4,3,3,1,96,tecnico,2024-11-03 13:00:00
467,Congelador,2,consumo_alto,2,33.6,8,8,1,93,tecnico,2024-07-26 13:00:00
468,Refrigerador,1,ruido_burbujeo,10,29.7,1,1,1,73,normal,2025-01-06 18:00:00
469,Aire Acondicionado,3,ruido_exterior,9,19.6,3,3,1,89,normal,2024-03-28 20:00:00
470,Cuarto Frio,5,trabaja_sin_parar_filt_no,4,30.4,1,1,1,93,tecnico,2025-01-06 19:00:00
471,Cuarto Frio,5,trabaja_sin_parar_filt_no,15,33.7,1,3,0,93,normal,2024-06-06 13:00:00
472,Congelador,2,comp_no,4,25.6,4,4,1,80,tecnico,2024-08-28 07:00:00
473,Cuarto Frio,5,consumo_alto_cf,15,36.6,8,8,1,86,tecnico,2024-07-14 15:00:00
474,Congelador,2,hielo_evaporador,1,32.6,11,3,0,74,tecnico,2024-06-24 13:00:00
475,Cuarto Frio,5,cicla_hielo_no,2,30.6,1,1,1,94,normal,2024-03-31 12:00:00
476,Refrigerador,1,escarcha_mucha_ventilador_si,6,27.1,5,5,1,88,tecnico,2024-10-22 19:00:00
477,Aire Acondicionado,3,ruido_interior,11,29.4,18,18,1,92,normal,2024-08-07 14:00:00
478,Enfriador Comercial,4,comp_func_cond_limpio,0,26.9,1,1,1,87,normal,2024-01-08 12:00:00
479,Cuarto Frio,5,trabaja_sin_parar_filt_no,0,35.5,1,1,1,93,tecnico,2024-06-08 09:00:00
480,Refrigerador,1,compresor_no_voltaje_no,7,29.2,17,17,1,94,normal,2024-01-24 11:00:00
481,Congelador,2,hielo_evaporador,10,26.0,11,3,0,74,normal,2024-09-07 12:00:00
482,Aire Acondicionado,3,filtros_sucios,15,26.9,13,13,1,97,normal,2024-04-26 10:00:00
483,Aire Acondicionado,3,exterior_no_control_si,10,26.9,4,4,1,78,normal,2024-01-20 13:00:00
484,Congelador,2,hielo_bordes,8,27.7,10,10,1,74,normal,2024-02-25 17:00:00
485,Refrigerador,1,escarcha_mucha_ventilador_si,9,25.6,5,5,1,88,normal,2024-03-19 10:00:00
486,Refrigerador,1,compresor_no_clic_si,6,31.0,4,4,1,90,normal,2024-11-14 16:00:00
487,Aire Acondicionado,3,gotea_nueva,12,34.0,9,9,1,72,normal,2024-02-24 14:00:00
488,Aire Acondicionado,3,codigo_error,3,32.9,12,12,1,81,normal,2024-04-13 12:00:00
489,Enfriador Comercial,4,comp_no_ec,3,20.6,3,3,1,90,normal,2024-04-30 07:00:00
490,Refrigerador,1,hielo_puerta_mala,1,26.4,10,10,1,77,normal,2024-09-09 09:00:00
491,Refrigerador,1,gotea,7,28.7,9,9,1,89,normal,2024-05-31 11:00:00
492,Enfriador Comercial,4,comp_func_cond_limpio,2,27.2,1,1,1,87,normal,2024-05-28 12:00:00
493,Congelador,2,hielo_evaporador,10,34.6,11,11,1,74,tecnico,2024-12-05 17:00:00
494,Aire Acondicionado,3,gotea_antigua,5,32.8,9,9,1,94,normal,2025-01-10 08:00:00
495,Congelador,2,comp_no,3,20.7,4,4,1,80,normal,2024-09-01 19:00:00
496,Enfriador Comercial,4,puertas_mal,13,35.0,10,10,1,95,normal,2025-01-06 07:00:00
497,Aire Acondicionado,3,filtros_limpios_presion_normal,6,22.9,3,3,1,88,normal,2024-07-13 19:00:00
498,Congelador,2,hielo_bordes,0,25.1,10,10,1,74,tecnico,2024-03-07 14:00:00
499,Enfriador Comercial,4,comp_func_cond_limpio,13,27.7,1,1,1,87,normal,2024-12-13 15:00:00
500,Cuarto Frio,5,alarmas,8,29.5,15,11,0,90,normal,2024-12-18 18:00:00
501,Cuarto Frio,5,trabaja_sin_parar_filt_si,6,28.3,14,14,1,86,normal,2024-03-17 20:00:00
502,Cuarto Frio,5,consumo_alto_cf,1,24.5,8,8,1,86,normal,2024-08-28 20:00:00
503,Enfriador Comercial,4,comp_func_cond_sucio,1,26.0,8,1,0,92,normal,2024-10-08 17:00:00
504,Enfriador Comercial,4,cristales_resist_si,11,29.2,16,16,1,85,normal,2024-10-20 14:00:00
505,Refrigerador,1,ruido_vibracion,6,32.4,3,3,1,74,normal,2024-07-30 07:00:00
506,Cuarto Frio,5,consumo_alto_cf,0,32.2,8,8,1,86,normal,2024-11-12 17:00:00
507,Congelador,2,hielo_bordes,8,26.5,10,10,1,74,tecnico,2024-04-24 20:00:00
508,Enfriador Comercial,4,comp_no_ec,7,25.4,3,3,1,90,normal,2024-12-02 12:00:00
509,Enfriador Comercial,4,comp_func_cond_limpio,1,28.9,1,1,1,87,normal,2024-05-29 15:00:00
510,Cuarto Frio,5,cicla_hielo_si,9,28.8,11,11,1,87,normal,2024-03-12 20:00:00
511,Enfriador Comercial,4,comp_func_cond_limpio,4,29.7,1,1,1,87,normal,2025-02-04 10:00:00
512,Congelador,2,comp_func_temp_0_10,10,30.9,1,1,1,76,normal,2024-12-10 16:00:00
513,Refrigerador,1,gotea,13,23.9,9,9,1,89,tecnico,2024-01-03 15:00:00
514,Refrigerador,1,ruido_zumbido,15,30.4,18,18,1,83,normal,2024-03-31 18:00:00
515,Cuarto Frio,5,trabaja_sin_parar_filt_no,10,31.7,1,1,1,93,tecnico,2024-09-15 13:00:00
516,Enfriador Comercial,4,cristales_resist_no,14,31.9,16,16,1,96,normal,2024-06-24 11:00:00
517,Enfriador Comercial,4,comp_func_cond_sucio,2,22.3,8,8,1,92,tecnico,2024-10-07 20:00:00
518,Congelador,2,consumo_alto,10,24.0,8,8,1,93,normal,2024-04-17 16:00:00
519,Congelador,2,consumo_alto,5,23.7,8,8,1,93,tecnico,2024-09-14 15:00:00
520,Congelador,2,consumo_alto,2,19.0,8,8,1,93,normal,2024-10-19 17:00:00
521,Enfriador Comercial,4,puertas_mal,10,30.8,10,10,1,95,tecnico,2024-09-24 08:00:00
